hour,trip_seconds
0.043478,0.199498
0.478261,0.003764
0.347826,0.041405
0.173913,0.116688
0.565217,0.018821
0.130435,0.282309
0.652174,0.154329
0.434783,0.289837
0.391304,0.041405
0.130435,0.094103
0.217391,0.101631
0.130435,0.056462
0.434783,0.666248
0.173913,0.207026
0.347826,0.372647
0.347826,0.079046
0.217391,0.033877
0.173913,0.003764
0.608696,0.146801
0.086957,0.048934
0.739130,0.154329
0.130435,0.139272
0.217391,0.048934
0.173913,0.109159
0.217391,0.101631
0.521739,0.184442
0.434783,0.048934
0.695652,0.116688
0.521739,0.402760
0.130435,0.056462
0.434783,0.478043
0.130435,0.041405
0.652174,0.146801
0.739130,0.026349
0.086957,0.041405
0.565217,0.191970
0.782609,0.011292
0.304348,0.056462
0.478261,0.184442
0.347826,0.304893
0.608696,0.169385
0.695652,0.086575
0.608696,0.357591
0.521739,0.033877
0.434783,0.244668
0.304348,0.079046
0.304348,0.041405
0.391304,0.011292
0.086957,0.086575
0.173913,0.056462
0.652174,0.282309
0.652174,0.033877
0.304348,0.109159
0.347826,0.229611
0.478261,0.033877
0.695652,0.267252
0.695652,0.056462
0.130435,0.011292
0.652174,0.176913
0.086957,0.109159
0.260870,0.229611
0.652174,0.094103
0.260870,0.116688
0.391304,0.116688
0.347826,0.252196
0.434783,0.033877
0.043478,0.033877
0.565217,0.131744
0.608696,0.154329
0.043478,0.109159
0.347826,0.282309
0.521739,0.063990
0.217391,0.086575
0.739130,0.131744
0.391304,0.372647
0.739130,0.259724
0.652174,0.335006
0.043478,0.033877
0.478261,0.048934
0.739130,0.041405
0.478261,0.056462
0.347826,0.101631
0.695652,0.079046
0.521739,0.063990
0.130435,0.071518
0.391304,0.372647
0.695652,0.063990
0.217391,0.033877
0.478261,0.086575
0.391304,0.048934
0.565217,0.026349
0.739130,0.131744
0.608696,0.041405
0.565217,0.222083
0.608696,0.056462
0.565217,0.041405
0.652174,0.003764
0.521739,0.079046
0.739130,0.169385
0.304348,0.071518
0.086957,0.033877
0.173913,0.252196
0.695652,0.086575
0.086957,0.169385
0.608696,0.109159
0.695652,0.146801
0.347826,0.244668
0.086957,0.041405
0.478261,0.146801
0.565217,0.056462
0.260870,0.056462
0.739130,0.063990
0.695652,0.018821
0.086957,0.026349
0.478261,0.417817
0.304348,0.154329
0.521739,0.079046
0.304348,0.048934
0.608696,0.003764
0.260870,0.267252
0.478261,0.079046
0.217391,0.048934
0.173913,0.101631
0.652174,0.079046
0.478261,0.018821
0.695652,0.041405
0.304348,0.267252
0.652174,0.101631
0.304348,0.026349
0.652174,0.056462
0.652174,0.048934
0.652174,0.003764
0.434783,0.387704
0.608696,0.026349
0.260870,0.056462
0.739130,0.222083
0.086957,0.109159
0.782609,0.018821
0.652174,0.063990
0.260870,0.056462
0.652174,0.079046
0.521739,0.071518
0.217391,0.161857
0.304348,0.041405
0.565217,0.094103
0.434783,0.071518
0.608696,0.161857
0.608696,0.116688
0.695652,0.056462
0.304348,0.071518
0.652174,0.063990
0.347826,0.026349
0.521739,0.063990
0.043478,0.003764
0.652174,0.063990
0.652174,0.018821
0.695652,0.124216
0.173913,0.131744
0.652174,0.041405
0.391304,0.033877
0.173913,0.033877
0.173913,0.116688
0.478261,0.176913
0.086957,0.207026
0.826087,0.094103
0.521739,0.214555
0.695652,0.033877
0.478261,0.026349
0.608696,0.146801
0.130435,0.440402
0.086957,0.237139
0.304348,0.003764
0.086957,0.048934
0.478261,0.229611
0.695652,0.071518
0.478261,0.071518
0.521739,0.154329
0.521739,0.079046
0.652174,0.199498
0.434783,0.116688
0.130435,0.056462
0.695652,0.011292
0.130435,0.342535
0.086957,0.033877
0.130435,0.124216
0.565217,0.079046
0.217391,0.056462
0.478261,0.116688
0.782609,0.018821
0.304348,0.252196
0.434783,0.101631
0.086957,0.026349
0.565217,0.244668
0.130435,0.048934
0.478261,0.071518
0.521739,0.041405
0.478261,0.094103
0.565217,0.003764
0.478261,0.101631
0.782609,0.124216
0.782609,0.101631
0.739130,0.101631
0.130435,0.139272
0.782609,0.026349
0.217391,0.048934
0.260870,5.612296
0.086957,0.071518
0.652174,0.259724
0.695652,0.154329
0.260870,0.101631
0.260870,0.018821
0.521739,0.048934
0.565217,0.259724
0.173913,0.259724
0.086957,0.086575
0.608696,0.033877
0.695652,0.207026
0.434783,0.033877
0.478261,0.086575
0.173913,0.071518
0.304348,0.033877
0.391304,0.094103
0.130435,0.018821
0.608696,0.079046
0.173913,0.274780
0.695652,0.041405
0.434783,0.063990
0.173913,0.169385
0.695652,0.094103
0.130435,0.071518
0.130435,0.063990
0.695652,0.056462
0.086957,0.071518
0.521739,0.063990
0.521739,0.086575
0.086957,0.071518
0.608696,0.094103
0.695652,0.094103
0.608696,0.244668
0.130435,0.071518
0.521739,0.041405
0.608696,0.101631
0.782609,0.086575
0.217391,0.297365
0.521739,0.169385
0.478261,0.109159
0.521739,0.116688
0.478261,0.139272
0.478261,0.018821
0.739130,0.154329
0.608696,0.169385
0.695652,0.079046
0.347826,0.161857
0.217391,0.184442
0.347826,0.086575
0.130435,0.056462
0.130435,0.131744
0.260870,0.079046
0.260870,0.018821
0.173913,0.184442
0.521739,0.048934
0.695652,0.003764
0.478261,0.365119
0.608696,0.402760
0.391304,0.169385
0.608696,0.184442
0.478261,0.079046
0.478261,0.319950
0.391304,0.056462
0.130435,0.063990
0.608696,0.033877
0.608696,0.026349
0.695652,0.026349
0.347826,0.214555
0.826087,0.041405
0.652174,0.244668
0.434783,0.041405
0.695652,0.146801
0.043478,0.244668
0.304348,0.048934
0.695652,0.048934
0.260870,0.041405
0.217391,0.018821
0.304348,0.139272
0.434783,0.312422
0.434783,0.026349
0.347826,0.048934
0.173913,0.071518
0.434783,0.071518
0.608696,0.026349
0.478261,0.229611
0.173913,0.026349
0.434783,0.048934
0.652174,0.033877
0.130435,0.033877
0.434783,0.267252
0.608696,0.026349
0.434783,0.327478
0.434783,0.289837
0.347826,0.026349
0.217391,0.086575
0.521739,0.350063
0.521739,0.101631
0.304348,0.169385
0.173913,0.048934
0.652174,0.041405
0.478261,0.041405
0.782609,0.176913
0.304348,0.410289
0.043478,0.146801
0.565217,0.033877
0.217391,0.003764
0.608696,0.071518
0.521739,0.131744
0.304348,0.229611
0.217391,0.116688
0.434783,0.109159
0.695652,0.244668
0.086957,0.056462
0.652174,0.214555
0.478261,0.267252
0.565217,0.041405
0.782609,0.176913
0.130435,0.048934
0.217391,0.011292
0.304348,0.259724
0.739130,0.094103
0.652174,0.094103
0.782609,0.056462
0.434783,0.327478
0.260870,0.109159
0.217391,0.063990
0.173913,0.041405
0.608696,0.289837
0.695652,0.086575
0.347826,0.282309
0.521739,0.380176
0.652174,0.033877
0.478261,0.583438
0.304348,0.086575
0.608696,0.274780
0.304348,0.056462
0.173913,0.169385
0.434783,0.079046
0.782609,0.079046
0.695652,0.154329
0.173913,0.011292
0.347826,0.079046
0.521739,0.056462
0.695652,0.094103
0.695652,0.041405
0.565217,0.048934
0.782609,0.033877
0.434783,0.041405
0.217391,0.191970
0.391304,0.350063
0.130435,0.101631
0.478261,0.048934
0.608696,0.079046
0.826087,0.191970
0.434783,0.041405
0.347826,0.237139
0.739130,0.199498
0.434783,0.033877
0.478261,0.101631
0.478261,0.041405
0.347826,0.071518
0.173913,0.056462
0.173913,0.116688
0.173913,0.033877
0.739130,0.493099
0.608696,0.033877
0.391304,0.297365
0.173913,0.109159
0.260870,0.109159
0.217391,0.056462
0.347826,0.312422
0.521739,0.033877
0.652174,0.063990
0.086957,0.101631
0.434783,0.289837
0.565217,0.071518
0.434783,0.026349
0.347826,0.033877
0.608696,0.018821
0.565217,0.538269
0.304348,0.033877
0.521739,0.131744
0.304348,0.079046
0.391304,0.018821
0.217391,0.079046
0.043478,0.018821
0.652174,0.191970
0.565217,0.146801
0.130435,0.026349
0.130435,0.056462
0.391304,0.267252
0.434783,0.485571
0.565217,0.086575
0.304348,0.071518
0.695652,0.094103
0.695652,0.131744
0.782609,0.109159
0.260870,0.063990
0.652174,0.154329
0.565217,0.184442
0.347826,0.154329
0.434783,0.101631
0.869565,0.041405
0.217391,0.033877
0.173913,0.079046
0.434783,0.041405
0.565217,0.462986
0.521739,0.267252
0.695652,0.063990
0.652174,0.207026
0.043478,0.079046
0.521739,0.056462
0.478261,0.033877
0.173913,0.041405
0.086957,0.289837
0.782609,0.079046
0.173913,0.139272
0.130435,0.026349
0.608696,0.146801
0.347826,0.335006
0.695652,0.018821
0.608696,0.335006
0.217391,0.071518
0.652174,0.048934
0.043478,0.026349
0.478261,0.071518
0.652174,0.026349
0.347826,0.116688
0.391304,0.063990
0.608696,0.116688
0.130435,0.056462
0.086957,0.041405
0.260870,0.033877
0.304348,0.079046
0.608696,0.048934
0.130435,0.018821
0.478261,0.011292
0.434783,0.056462
0.608696,0.079046
0.478261,0.094103
0.347826,0.222083
0.130435,0.086575
0.086957,0.033877
0.608696,0.071518
0.434783,0.056462
0.478261,0.033877
0.086957,0.026349
0.347826,0.079046
0.304348,0.252196
0.086957,0.041405
0.434783,0.229611
0.565217,0.048934
0.478261,0.101631
0.173913,0.063990
0.391304,0.146801
0.086957,0.056462
0.478261,0.086575
0.260870,0.214555
0.608696,0.109159
0.347826,0.003764
0.521739,0.109159
0.565217,0.146801
0.304348,0.026349
0.434783,0.056462
0.478261,0.410289
0.086957,0.026349
0.130435,0.079046
0.565217,0.033877
0.173913,0.222083
0.608696,0.222083
0.608696,0.365119
0.782609,0.131744
0.260870,0.063990
0.652174,0.071518
0.478261,0.033877
0.521739,0.094103
0.391304,0.056462
0.130435,0.003764
0.478261,0.304893
0.434783,0.259724
0.608696,0.071518
0.913043,0.063990
0.608696,0.154329
0.608696,0.033877
0.565217,0.101631
0.608696,0.056462
0.652174,0.161857
0.695652,0.101631
0.652174,0.071518
0.521739,0.312422
0.130435,0.026349
0.565217,0.033877
0.565217,0.154329
0.695652,0.056462
0.391304,0.094103
0.391304,0.109159
0.130435,0.086575
0.217391,0.244668
0.130435,0.048934
0.608696,0.613551
0.478261,0.063990
0.608696,0.154329
0.565217,0.244668
0.652174,0.199498
0.478261,0.387704
0.739130,0.033877
0.739130,0.033877
0.260870,0.124216
0.565217,0.063990
0.652174,0.154329
0.565217,0.101631
0.173913,0.063990
0.347826,0.056462
0.086957,0.124216
0.608696,0.026349
0.086957,0.056462
0.173913,0.079046
0.347826,0.169385
0.826087,0.139272
0.695652,0.018821
0.434783,0.018821
0.739130,0.056462
0.130435,0.018821
0.478261,0.041405
0.608696,0.086575
0.130435,0.184442
0.782609,0.041405
0.739130,0.033877
0.565217,0.018821
0.217391,0.199498
0.695652,0.063990
0.521739,0.071518
0.652174,0.048934
0.652174,0.176913
0.130435,0.033877
0.434783,0.056462
0.478261,0.011292
0.434783,0.289837
0.086957,0.063990
0.130435,0.026349
0.130435,0.335006
0.739130,0.048934
0.565217,0.319950
0.260870,0.033877
0.608696,0.214555
0.043478,0.011292
0.434783,0.048934
0.086957,0.116688
0.521739,0.304893
0.478261,0.033877
0.304348,0.026349
0.304348,0.191970
0.217391,0.033877
0.565217,0.063990
0.304348,0.244668
0.347826,0.003764
0.173913,0.094103
0.086957,0.003764
0.608696,0.304893
0.652174,0.139272
0.608696,0.041405
0.652174,0.048934
0.608696,0.252196
0.260870,0.297365
0.695652,0.048934
0.608696,0.214555
0.347826,0.335006
0.260870,0.094103
0.608696,0.056462
0.652174,0.342535
0.304348,0.003764
0.173913,0.011292
0.782609,0.184442
0.695652,0.026349
0.217391,0.056462
0.173913,0.048934
0.086957,0.071518
0.521739,0.124216
0.217391,0.214555
0.347826,0.312422
0.478261,0.109159
0.391304,0.063990
0.304348,0.252196
0.304348,0.071518
0.521739,0.063990
0.217391,0.048934
0.347826,0.086575
0.608696,0.033877
0.173913,0.342535
0.173913,0.056462
0.043478,0.071518
0.739130,0.094103
0.391304,0.094103
0.695652,0.033877
0.391304,0.372647
0.217391,0.101631
0.695652,0.056462
0.695652,0.063990
0.565217,0.063990
0.652174,0.041405
0.347826,0.063990
0.434783,0.199498
0.391304,0.116688
0.608696,0.056462
0.782609,0.094103
0.217391,0.124216
0.608696,0.199498
0.478261,0.086575
0.173913,0.026349
0.347826,0.033877
0.173913,0.071518
0.217391,0.199498
0.130435,0.094103
0.565217,0.071518
0.130435,0.109159
0.304348,0.041405
0.173913,0.056462
0.260870,0.109159
0.608696,0.026349
0.478261,0.026349
0.173913,0.033877
0.782609,0.063990
0.130435,0.041405
0.217391,0.026349
0.608696,0.101631
0.347826,0.199498
0.130435,0.357591
0.391304,0.026349
0.260870,0.056462
0.652174,0.101631
0.130435,0.071518
0.739130,0.041405
0.130435,0.131744
0.304348,0.011292
0.478261,0.048934
0.652174,0.003764
0.608696,0.086575
0.521739,0.116688
0.521739,0.041405
0.608696,0.033877
0.521739,0.086575
0.739130,0.026349
0.652174,0.026349
0.521739,0.018821
0.521739,0.063990
0.478261,0.071518
0.217391,0.131744
0.565217,0.094103
0.217391,0.139272
0.304348,0.176913
0.478261,0.033877
0.173913,0.018821
0.304348,0.048934
0.739130,0.109159
0.304348,0.252196
0.304348,0.229611
0.521739,0.086575
0.521739,0.041405
0.608696,0.063990
0.304348,0.041405
0.608696,0.101631
0.391304,0.063990
0.565217,0.056462
0.782609,0.056462
0.478261,0.048934
0.739130,0.003764
0.478261,0.018821
0.260870,0.274780
0.217391,0.063990
0.260870,0.003764
0.695652,0.071518
0.130435,0.094103
0.695652,0.109159
0.782609,0.116688
0.130435,0.146801
0.608696,0.033877
0.217391,0.048934
0.086957,0.011292
0.173913,0.124216
0.565217,0.048934
0.521739,0.101631
0.260870,0.094103
0.739130,0.041405
0.478261,0.395232
0.130435,0.207026
0.739130,0.079046
0.217391,0.048934
0.478261,0.402760
0.217391,0.079046
0.608696,0.011292
0.434783,0.056462
0.478261,0.154329
0.434783,0.056462
0.130435,0.071518
0.391304,0.447930
0.478261,0.094103
0.565217,0.018821
0.130435,0.086575
0.086957,0.026349
0.086957,0.041405
0.739130,0.033877
0.391304,0.026349
0.565217,0.033877
0.434783,0.086575
0.521739,0.124216
0.130435,0.033877
0.434783,0.048934
0.521739,0.011292
0.260870,0.041405
0.652174,0.086575
0.652174,0.207026
0.086957,0.063990
0.695652,0.169385
0.086957,0.304893
0.173913,0.033877
0.695652,0.071518
0.347826,0.116688
0.434783,0.018821
0.304348,0.071518
0.739130,0.109159
0.652174,0.063990
0.565217,0.387704
0.695652,0.094103
0.478261,0.056462
0.695652,0.056462
0.086957,0.041405
0.608696,0.063990
0.434783,0.026349
0.739130,0.048934
0.782609,0.139272
0.260870,0.289837
0.347826,0.056462
0.652174,0.041405
0.217391,0.124216
0.217391,0.109159
0.173913,0.018821
0.130435,0.056462
0.565217,0.048934
0.565217,0.229611
0.130435,0.071518
0.434783,0.056462
0.304348,0.335006
0.347826,0.018821
0.739130,0.184442
0.652174,0.041405
0.086957,0.086575
0.304348,0.131744
0.565217,0.139272
0.304348,0.041405
0.086957,0.161857
0.652174,0.048934
0.304348,0.304893
0.521739,0.154329
0.434783,0.335006
0.739130,0.327478
0.478261,0.094103
0.434783,0.116688
0.260870,0.252196
0.260870,0.026349
0.739130,0.041405
0.391304,0.033877
0.565217,0.109159
0.347826,0.018821
0.304348,0.048934
0.521739,0.402760
0.478261,0.124216
0.608696,0.048934
0.130435,0.297365
0.608696,0.056462
0.608696,0.026349
0.782609,0.071518
0.478261,0.079046
0.434783,0.079046
0.173913,0.161857
0.260870,0.237139
0.304348,0.282309
0.086957,0.026349
0.739130,0.033877
0.217391,0.048934
0.304348,0.018821
0.652174,0.056462
0.695652,0.011292
0.652174,0.109159
0.130435,0.063990
0.695652,0.079046
0.478261,0.018821
0.652174,0.033877
0.782609,0.109159
0.608696,0.146801
0.913043,0.048934
0.086957,0.063990
0.086957,0.048934
0.130435,0.086575
0.695652,0.003764
0.434783,0.101631
0.739130,0.094103
0.217391,0.026349
0.652174,0.184442
0.130435,0.026349
0.347826,0.244668
0.434783,0.033877
0.608696,0.222083
0.652174,0.131744
0.695652,0.056462
0.130435,0.041405
0.565217,0.071518
0.391304,0.033877
0.869565,0.131744
0.173913,0.304893
0.565217,0.146801
0.260870,0.207026
0.434783,0.101631
0.565217,0.094103
0.652174,0.033877
0.347826,0.071518
0.434783,0.199498
0.739130,0.086575
0.304348,0.033877
0.695652,0.063990
0.260870,0.018821
0.608696,0.018821
0.652174,0.079046
0.130435,0.033877
0.217391,0.222083
0.608696,0.214555
0.608696,0.357591
0.608696,0.237139
0.130435,0.161857
0.521739,0.094103
0.608696,0.131744
0.304348,0.033877
0.652174,0.116688
0.304348,0.342535
0.565217,0.056462
0.652174,0.191970
0.173913,0.056462
0.608696,0.176913
0.478261,0.026349
0.826087,0.071518
0.086957,0.538269
0.434783,0.312422
0.565217,0.350063
0.086957,0.018821
0.217391,0.048934
0.260870,0.048934
0.739130,0.063990
0.434783,0.011292
0.521739,0.319950
0.478261,0.071518
0.391304,0.041405
0.739130,0.274780
0.173913,0.304893
0.695652,0.018821
0.826087,0.116688
0.565217,0.131744
0.695652,0.018821
0.217391,0.071518
0.739130,0.048934
0.478261,0.304893
0.304348,0.041405
0.086957,0.063990
0.434783,0.079046
0.304348,0.041405
0.608696,0.079046
0.782609,0.222083
0.652174,0.048934
0.130435,0.033877
0.521739,0.380176
0.173913,0.026349
0.086957,0.041405
0.304348,0.252196
0.347826,0.086575
0.434783,0.109159
0.478261,0.545797
0.173913,0.304893
0.652174,0.063990
0.608696,0.063990
0.565217,0.048934
0.434783,0.094103
0.565217,0.312422
0.739130,0.071518
0.521739,0.116688
0.521739,0.041405
0.260870,0.041405
0.260870,0.041405
0.217391,0.259724
0.086957,0.056462
0.130435,0.033877
0.217391,0.048934
0.608696,0.161857
0.739130,0.041405
0.260870,0.131744
0.782609,0.041405
0.304348,0.244668
0.130435,0.169385
0.608696,0.033877
0.347826,0.086575
0.391304,0.033877
0.304348,0.109159
0.173913,0.199498
0.565217,0.079046
0.130435,0.041405
0.347826,0.018821
0.739130,0.071518
0.695652,0.033877
0.695652,0.041405
0.565217,0.048934
0.130435,0.026349
0.260870,0.259724
0.652174,0.003764
0.304348,0.146801
0.478261,0.252196
0.130435,0.056462
0.739130,0.041405
0.652174,0.071518
0.565217,0.207026
0.695652,0.237139
0.608696,0.079046
0.695652,0.048934
0.608696,0.071518
0.391304,0.048934
0.217391,0.033877
0.695652,0.033877
0.695652,0.056462
0.608696,0.124216
0.565217,0.011292
0.304348,0.199498
0.521739,0.207026
0.652174,0.003764
0.478261,0.018821
0.695652,0.101631
0.173913,0.063990
0.608696,0.063990
0.478261,0.026349
0.521739,0.154329
0.086957,0.056462
0.478261,0.011292
0.565217,0.109159
0.739130,0.214555
0.130435,0.124216
0.173913,0.041405
0.347826,0.094103
0.347826,0.063990
0.086957,0.033877
0.304348,0.237139
0.695652,0.116688
0.347826,0.365119
0.695652,0.048934
0.434783,0.041405
0.478261,0.033877
0.173913,0.643664
0.478261,0.139272
0.739130,0.094103
0.608696,0.176913
0.086957,0.079046
0.391304,0.131744
0.434783,0.425345
0.173913,0.101631
0.521739,0.018821
0.304348,0.056462
0.130435,0.018821
0.652174,0.056462
0.652174,0.176913
0.347826,0.191970
0.130435,0.079046
0.217391,0.229611
0.304348,0.056462
1.000000,0.154329
0.173913,0.026349
0.695652,0.109159
0.521739,0.116688
0.000000,0.109159
0.565217,0.056462
0.173913,0.199498
0.521739,0.086575
0.086957,0.048934
0.565217,0.365119
0.739130,0.056462
0.434783,0.063990
0.347826,0.033877
0.347826,0.169385
0.521739,0.214555
0.260870,0.131744
0.130435,0.048934
0.260870,0.063990
0.521739,0.116688
0.565217,0.041405
0.782609,0.041405
0.304348,0.041405
0.478261,0.154329
0.391304,0.026349
0.086957,0.079046
0.260870,0.169385
0.260870,0.041405
0.260870,0.003764
0.304348,0.041405
0.130435,0.207026
0.565217,0.146801
0.434783,0.056462
0.304348,0.048934
0.521739,0.094103
0.130435,0.094103
0.478261,0.033877
0.608696,0.086575
0.695652,0.191970
0.478261,0.094103
0.739130,0.154329
0.739130,0.109159
0.260870,0.207026
0.347826,0.079046
0.478261,0.026349
0.347826,0.237139
0.478261,0.395232
0.260870,0.131744
0.521739,0.071518
0.304348,0.116688
0.695652,0.026349
0.565217,0.048934
0.434783,0.417817
0.652174,0.267252
0.565217,0.063990
0.347826,0.252196
0.478261,0.372647
0.434783,0.229611
0.521739,0.056462
0.652174,0.244668
0.565217,0.214555
0.304348,0.041405
0.086957,0.515684
0.565217,0.071518
0.304348,0.176913
0.521739,0.139272
0.304348,0.041405
0.434783,0.116688
0.391304,0.018821
0.608696,0.335006
0.739130,0.094103
0.217391,0.116688
0.304348,0.026349
0.130435,0.086575
0.347826,0.033877
0.521739,0.139272
0.260870,0.222083
0.173913,0.131744
0.086957,0.048934
0.434783,0.079046
0.217391,0.048934
0.521739,0.094103
0.130435,0.041405
0.434783,0.026349
0.739130,0.131744
0.652174,0.222083
0.434783,0.033877
0.260870,0.244668
0.304348,0.335006
0.304348,0.207026
0.086957,0.048934
0.130435,0.101631
0.434783,0.086575
0.304348,0.101631
0.086957,0.056462
0.434783,0.214555
0.478261,0.094103
0.130435,0.033877
0.521739,0.387704
0.695652,0.003764
0.478261,0.094103
0.565217,0.191970
0.695652,0.131744
0.304348,0.191970
0.086957,0.387704
0.478261,0.161857
0.217391,0.048934
0.130435,0.079046
0.695652,0.018821
0.260870,0.048934
0.608696,0.146801
0.739130,0.026349
0.260870,0.154329
0.086957,0.041405
0.565217,0.169385
0.086957,0.041405
0.391304,0.086575
0.086957,0.289837
0.086957,0.033877
0.391304,0.274780
0.521739,0.154329
0.521739,0.041405
0.391304,0.402760
0.217391,0.131744
0.434783,0.478043
0.478261,0.079046
0.695652,0.289837
0.391304,0.048934
0.304348,0.063990
0.739130,0.033877
0.521739,0.116688
0.391304,0.041405
0.478261,0.651192
0.217391,0.252196
0.391304,0.063990
0.608696,0.327478
0.304348,0.071518
0.086957,0.048934
0.130435,0.086575
0.956522,0.056462
0.173913,0.282309
0.565217,0.184442
0.739130,0.063990
0.347826,0.079046
0.521739,0.086575
0.304348,0.267252
0.260870,0.109159
0.521739,0.312422
0.391304,0.109159
0.260870,0.071518
0.521739,0.289837
0.565217,0.026349
0.304348,0.191970
0.304348,0.056462
0.086957,0.041405
0.608696,0.267252
0.173913,0.199498
0.086957,0.026349
0.521739,0.139272
0.478261,0.222083
0.260870,0.026349
0.173913,0.041405
0.521739,0.079046
0.347826,0.274780
0.260870,0.033877
0.739130,0.033877
0.565217,0.372647
0.347826,0.259724
0.565217,0.033877
0.347826,0.063990
0.608696,0.199498
0.086957,0.094103
0.304348,0.357591
0.434783,0.086575
0.391304,0.094103
0.130435,0.139272
0.565217,0.244668
0.130435,0.116688
0.304348,0.018821
0.434783,0.079046
0.565217,0.079046
0.260870,0.056462
0.739130,0.033877
0.565217,0.018821
0.347826,0.026349
0.695652,0.086575
0.260870,0.033877
0.478261,0.237139
0.478261,0.139272
0.565217,0.026349
0.478261,0.636136
0.608696,0.071518
0.565217,0.033877
0.434783,0.410289
0.130435,0.094103
0.521739,0.154329
0.739130,0.018821
0.695652,0.214555
0.173913,0.041405
0.782609,0.154329
0.086957,0.026349
0.521739,0.184442
0.217391,0.101631
0.652174,0.041405
0.478261,0.470514
0.391304,0.071518
0.608696,0.048934
0.217391,0.048934
0.434783,0.094103
0.173913,0.094103
0.043478,0.191970
0.565217,0.109159
0.739130,0.063990
0.478261,0.011292
0.695652,0.086575
0.086957,0.048934
0.260870,0.071518
0.652174,0.063990
0.521739,0.063990
0.391304,0.018821
0.347826,0.026349
0.086957,0.063990
0.130435,0.101631
0.434783,0.470514
0.565217,0.063990
0.608696,0.048934
0.173913,0.056462
0.347826,0.259724
0.217391,0.432873
0.565217,0.018821
0.565217,0.402760
0.652174,0.018821
0.608696,0.033877
0.652174,0.071518
0.391304,0.063990
0.173913,0.033877
0.347826,0.176913
0.086957,0.056462
0.608696,0.222083
0.347826,0.199498
0.173913,0.079046
0.608696,0.207026
0.478261,0.086575
0.260870,0.079046
0.304348,0.056462
0.260870,0.003764
0.391304,0.312422
0.130435,0.041405
0.565217,0.056462
0.130435,0.109159
0.782609,0.018821
0.521739,0.094103
0.304348,0.026349
0.565217,0.063990
0.739130,0.079046
0.347826,0.342535
0.173913,0.018821
0.565217,0.101631
0.304348,0.056462
0.217391,0.207026
0.565217,0.101631
0.173913,0.161857
0.434783,0.131744
0.043478,0.267252
0.739130,0.041405
0.478261,0.086575
0.739130,0.124216
0.521739,0.146801
0.434783,0.033877
0.782609,0.154329
0.521739,0.026349
0.391304,0.048934
0.565217,0.041405
0.130435,0.094103
0.217391,0.048934
0.304348,0.071518
0.608696,0.207026
0.130435,0.086575
0.260870,0.229611
0.478261,0.048934
0.391304,0.402760
0.478261,0.033877
0.260870,0.041405
0.086957,0.063990
0.739130,0.169385
0.217391,0.063990
0.260870,0.063990
0.347826,0.086575
0.391304,0.048934
0.173913,0.079046
0.652174,0.161857
0.739130,0.071518
0.000000,0.131744
0.608696,0.417817
0.304348,0.207026
0.217391,0.184442
0.130435,0.071518
0.434783,0.222083
0.521739,0.116688
0.173913,0.146801
0.086957,0.041405
0.130435,0.063990
0.173913,0.161857
0.130435,0.169385
0.173913,0.056462
0.695652,0.048934
0.217391,0.003764
0.521739,0.410289
0.304348,0.289837
0.478261,0.086575
0.173913,0.041405
0.608696,0.191970
0.565217,0.116688
0.260870,0.191970
0.652174,0.056462
0.521739,0.033877
0.521739,0.214555
0.739130,0.048934
0.260870,0.094103
0.826087,0.124216
0.217391,0.237139
0.608696,0.041405
0.434783,0.041405
0.652174,0.018821
0.260870,0.026349
0.173913,0.056462
0.130435,0.026349
0.434783,0.011292
0.608696,0.237139
0.304348,0.094103
0.434783,0.033877
0.478261,0.432873
0.260870,0.222083
0.304348,0.267252
0.347826,0.026349
0.521739,0.124216
0.521739,0.033877
0.304348,0.312422
0.478261,0.056462
0.304348,0.116688
0.608696,0.267252
0.478261,0.056462
0.565217,0.071518
0.391304,0.033877
0.521739,0.056462
0.608696,0.101631
0.434783,0.410289
0.913043,0.056462
0.347826,0.109159
0.913043,0.041405
0.478261,0.041405
0.347826,0.033877
0.478261,0.071518
0.826087,0.146801
0.347826,0.018821
0.782609,0.146801
0.869565,0.026349
0.782609,0.094103
0.130435,0.079046
0.695652,0.425345
0.695652,0.116688
0.608696,0.003764
0.695652,0.207026
0.826087,0.207026
0.521739,0.086575
0.782609,0.086575
0.173913,0.146801
0.652174,0.011292
0.913043,0.109159
0.695652,0.274780
0.347826,0.071518
0.304348,0.041405
0.695652,0.056462
0.869565,0.086575
0.826087,0.207026
0.782609,0.169385
0.565217,0.063990
0.826087,0.139272
0.652174,0.094103
0.739130,0.101631
0.347826,0.056462
0.565217,0.116688
0.956522,0.101631
0.521739,0.094103
0.434783,0.455458
0.347826,0.176913
0.608696,0.402760
0.913043,0.297365
0.130435,0.116688
0.173913,0.101631
0.869565,0.056462
0.304348,0.304893
0.391304,0.094103
1.000000,0.056462
0.913043,0.026349
0.521739,0.033877
0.173913,0.048934
0.173913,0.048934
0.652174,0.214555
0.521739,0.048934
0.869565,0.056462
0.695652,0.109159
0.782609,0.176913
0.260870,0.071518
0.652174,0.191970
0.434783,0.071518
0.130435,0.169385
0.739130,0.214555
0.608696,0.048934
0.695652,0.297365
0.521739,0.079046
0.782609,0.237139
0.869565,0.079046
0.695652,0.056462
0.695652,0.094103
0.652174,0.237139
0.173913,0.139272
0.608696,0.304893
0.826087,0.146801
0.434783,0.056462
0.565217,0.304893
0.695652,0.342535
0.956522,0.131744
0.565217,0.154329
0.347826,0.033877
0.347826,0.094103
0.347826,0.116688
